19200,-0.6513361120596528
38400,-2.4972441606223583
57600,-1.6486133448779583
76800,-1.8036989495158195
96000,-1.404926972463727
115200,-1.0767649160698056
134400,-0.9180447785183787
153600,-1.8882178701460361
172800,-1.3737604022026062
192000,-2.5604738853871822
211200,-1.4021975453943014
230400,-3.222373779863119
249600,-2.1609813440591097
268800,-3.1072388403117657
288000,-1.5873807482421398
307200,-1.6570843756198883
326400,-1.4911754988133907
345600,-1.4916869346052408
364800,-0.7575784809887409
384000,-1.9534920807927847
403200,-2.793307788670063
422400,-1.83563819155097
441600,-1.989214075729251
460800,-1.803493732586503
480000,-2.1829229313880205
499200,-2.2461751475930214
518400,-1.0501852724701166
537600,-1.2582818046212196
556800,-2.543683536350727
576000,-0.4279265063814819
595200,-2.3233878426253796
614400,-1.3274541590362787
633600,-1.6454078257083893
652800,-1.987600140273571
672000,-1.7350075766444206
691200,-1.2444047257304192
710400,-2.0517142955213785
729600,-1.5086512081325054
748800,-1.9805126823484898
768000,-1.2292864266783
787200,-1.4965386595577002
806400,-1.5353542752563953
825600,-2.224162733182311
844800,-2.229363704100251
864000,-0.5958371562883258
883200,-0.7171692559495568
902400,-1.6644218936562538
921600,-1.1463664239272475
940800,-1.624681195244193
960000,-1.2808074709028006
979200,-2.2185930982232094
998400,-1.0576924541965127
1017600,-1.3940464239567518
1036800,-2.218852238729596
1056000,-1.3069235254079103
1075200,-0.6533480482175946
1094400,-1.4752303250133991
1113600,-1.9607344642281532
1132800,-0.8782015414908528
1152000,-1.727264653891325
1171200,-1.0373035445809364
1190400,-0.9775483282282948
1209600,-1.3109520077705383
1228800,-1.113673159852624
1248000,-0.7947755511850119
1267200,-1.3593326322734356
1286400,-1.0822957148775458
1305600,-1.3790972996503115
1324800,-1.0050337063148618
1344000,-1.2905436102300882
1363200,-1.1081161675974727
1382400,-2.0250764675438404
1401600,-1.7847773618996143
1420800,-1.3211054261773825
1440000,-0.7020297227427363
1459200,-0.6634378340095282
1478400,-1.379601750522852
1497600,-2.249091351404786
1516800,-1.77179086022079
1536000,-2.377567905932665
1555200,-0.6164921214804053
1574400,-0.9143659612163901
